"Call_Received_Date","Call_Received_Time","Incident_ID","Call_Method","Nature_Code_Description","Location_Address","Report_Number","Closing_Disposition/Cancel_Code","fileName"
2021-02-05,"09:47PM","210201335","PHONE DISORDERLY CONDUCT","","POE AVE/MORTENSEN RD","","NOR","PressLog.pdf"
2021-02-05,"09:39PM","210201334","PHONE DISTURBANCE & NOISE PARTY","","721-C CRAWFORD AVE","","NAT","PressLog.pdf"
2021-02-05,"09:31PM","210201333","PHONE POSSESSION UNDERAGE","","223 WELCH AVE","21000541","RPT","PressLog.pdf"
2021-02-05,"09:18PM","210201332","PHONE THEFT / FRAUD / FORGERY","","207 S DUFF AVE","21000542","RPT","PressLog.pdf"
2021-02-05,"08:58PM","210201330","PHONE VIOLATION OF NO CONTACT ORDER","","3905-11 TRIPP ST","21000539","RPT","PressLog.pdf"
2021-02-05,"08:13PM","210201327","PHONE TRAFFIC HAZARD","","S DUFF AVE/US HIGHWAY 30","21000540","RPT","PressLog.pdf"
2021-02-05,"08:13PM","","PHONE TRAFFIC HAZARD","","S DUFF AVE/US HIGHWAY 30","21000540","RPT","PressLog.pdf"
2021-02-05,"08:10PM","210201326","SELF TRAFFIC STOP / ENFORCEMENT","","100-BLK S DUFF AVE","","WAR","PressLog.pdf"
2021-02-05,"08:06PM","210201324","PHONE CIVIL MATTER","","624-101 S 17TH ST","","NAT","PressLog.pdf"
2021-02-05,"07:38PM","210201315","PHONE MEDICAL ASSIST/AMBULANCE CALL","","1231 MAXWELL AVE","","NRSP","PressLog.pdf"
2021-02-05,"07:32PM","210201312","PHONE SUSPICIOUS PERSON/VEH/ACTIVITY","","221 S RUSSELL AVE","","CBC","PressLog.pdf"
2021-02-05,"07:21PM","210201311","PHONE MOTORIST ASSISTANCE","","US HIGHWAY 30/S DUFF AVE","","UTL","PressLog.pdf"
2021-02-05,"06:55PM","210201309","SELF TRAFFIC STOP / ENFORCEMENT","","GRAND AVE/12TH ST","21000538","RPT","PressLog.pdf"
2021-02-05,"06:40PM","210201303","PHONE SUSPICIOUS PERSON/VEH/ACTIVITY","","400-BLK E 6TH ST","","NOR","PressLog.pdf"
2021-02-05,"06:38PM","210201302","PHONE THEFT / FRAUD / FORGERY","","3500-48 GRAND AVE","","NOR","PressLog.pdf"
2021-02-05,"06:27PM","210201295","PHONE THEFT / FRAUD / FORGERY","","4506 LINCOLN WAY","21000537","RPT","PressLog.pdf"
2021-02-05,"06:11PM","210201293","PHONE MEDICAL ASSIST/AMBULANCE CALL","","1102 SCOTT AVE","","NRSP","PressLog.pdf"
2021-02-05,"05:41PM","210201283","PHONE MOTOR VEH CRASH/PROP DAMAGE","","UNIVERSITY BLVD/S 16TH ST","21000535","RPT","PressLog.pdf"
2021-02-05,"05:38PM","210201281","SELF TRAFFIC STOP / ENFORCEMENT","","S DUFF AVE/SE 5TH ST","21000533","ARR","PressLog.pdf"
2021-02-05,"05:34PM","210201279","PHONE BURGLARY TO MOTOR VEHICLE","","3400 ROSS RD","21000536","RPT","PressLog.pdf"
2021-02-05,"05:33PM","210201276","SELF TRAFFIC STOP / ENFORCEMENT","","1900-BLK DUFF AVE","","CIT","PressLog.pdf"
2021-02-05,"05:23PM","210201274","SELF TRAFFIC STOP / ENFORCEMENT","","S OAK AVE/S 4TH ST","","WAR","PressLog.pdf"
2021-02-05,"05:14PM","210201273","PHONE MOTORIST ASSISTANCE","","MORTENSEN PKWY/UNIVERSITY BLVD","","NOR","PressLog.pdf"
2021-02-05,"05:05PM","210201272","PHONE MOTOR VEH CRASH/PROP DAMAGE","","MORTENSEN PKWY/UNIVERSITY BLVD","21000532","RPT","PressLog.pdf"
2021-02-05,"04:54PM","210201270","SELF TRAFFIC STOP / ENFORCEMENT","","LINCOLN WAY/BEACH AVE","","WAR","PressLog.pdf"
2021-02-05,"04:52PM","210201269","PHONE PRIVATE TOW","","2320 LINCOLN WAY","","PTOW","PressLog.pdf"
2021-02-05,"04:49PM","210201267","PHONE MEDICAL ASSIST/AMBULANCE CALL","","3815 STANGE RD","","NRSP","PressLog.pdf"
2021-02-05,"04:28PM","210201263","PHONE PARKING ENFORCEMENT/COMPLAINT","","2104 BURNETT AVE","","NOR","PressLog.pdf"
2021-02-05,"04:16PM","210201260","PHONE MEDICAL ASSIST/AMBULANCE CALL","","2305-207 NORTHCREST PKWY","","NRSP","PressLog.pdf"
2021-02-05,"04:13PM","210201258","PHONE VANDALISM / CRIMINAL MISCHIEF","","640 S 4TH ST","21000531","RPT","PressLog.pdf"
2021-02-05,"04:09PM","210201257","SELF TRAFFIC STOP / ENFORCEMENT","","LINCOLN WAY/S OAK AVE","","WAR","PressLog.pdf"
2021-02-05,"03:45PM","210201251","PHONE MOTOR VEH CRASH/PROP DAMAGE","","STATE AVE/MORTENSEN RD","","GIE","PressLog.pdf"
2021-02-05,"03:39PM","210201249","PHONE SCAM","","2308 VAN BUREN AVE","","NOR","PressLog.pdf"
2021-02-05,"02:36PM","210201240","PHONE SCAM","","3905-2 TRIPP ST","21000529","RPT","PressLog.pdf"
2021-02-05,"01:53PM","210201234","PHONE DOMESTIC DISPUTE","","208 S DAYTON AVE","21000530","RPT","PressLog.pdf"
2021-02-05,"01:53PM","","PHONE DOMESTIC DISPUTE","","208 S DAYTON AVE","21000530","RPT","PressLog.pdf"
2021-02-05,"01:53PM","","PHONE DOMESTIC DISPUTE","","208 S DAYTON AVE","21000530","RPT","PressLog.pdf"
2021-02-05,"01:51PM","210201233","SELF TRAFFIC STOP / ENFORCEMENT","","800-BLK NORTH DAKOTA AVE","21000528","RPT","PressLog.pdf"
2021-02-05,"01:28PM","210201231","PHONE JUVENILE TROUBLE","","3010-44 REGENCY CT","","NOR","PressLog.pdf"
2021-02-05,"01:28PM","","PHONE JUVENILE TROUBLE","","3010-44 REGENCY CT","","NOR","PressLog.pdf"
2021-02-05,"12:56PM","210201227","PHONE PARKING ENFORCEMENT/COMPLAINT","","2024 BURNETT AVE","","NOR","PressLog.pdf"
2021-02-05,"12:53PM","210201225","SELF MOTOR VEH CRASH/PROP DAMAGE","","400-BLK S DUFF AVE","","NOR","PressLog.pdf"
2021-02-05,"12:50PM","210201224","SELF OUTREACH","","515 CLARK AVE","","ASC","PressLog.pdf"
2021-02-05,"12:50PM","210201223","PHONE SUSPICIOUS PERSON/VEH/ACTIVITY","","BEACH AVE/LINCOLN WAY","","DUP","PressLog.pdf"
2021-02-05,"12:11PM","210201216","PHONE PRIVATE TOW","","119 STANTON AVE","","PTOW","PressLog.pdf"
2021-02-05,"12:05PM","210201215","PHONE SCAM","","1454 TRUMAN PL","21000527","RPT","PressLog.pdf"
2021-02-05,"11:51AM","210201209","PHONE PARKING ENFORCEMENT/COMPLAINT","","MAIN ST/KELLOGG AVE","","ASC","PressLog.pdf"
2021-02-05,"11:21AM","210201202","PHONE THEFT / FRAUD / FORGERY","","1130 KINYON CIR","","GIE","PressLog.pdf"
2021-02-05,"11:14AM","210201199","PHONE LAW DEPARTMENT ASSIST","","515 CLARK AVE","","NOR","PressLog.pdf"
2021-02-05,"11:07AM","210201196","PHONE MOTOR VEH CRASH/PROP DAMAGE","","UNIVERSITY BLVD/S 4TH ST","21000526","RPT","PressLog.pdf"
2021-02-05,"10:36AM","210201190","PHONE TRESPASS","","1015 DUFF AVE","","NOR","PressLog.pdf"
2021-02-05,"10:21AM","210201186","PHONE MEDICAL ASSIST/AMBULANCE CALL","","1710 NORTHWESTERN AVE","","NRSP","PressLog.pdf"
2021-02-05,"10:21AM","210201185","PHONE DISORDERLY CONDUCT","","229 S DUFF AVE","","UTL","PressLog.pdf"
2021-02-05,"10:18AM","210201183","SELF MOTORIST ASSISTANCE","","UNIVERSITY BLVD/CENTER DR","","NOR","PressLog.pdf"
2021-02-05,"09:47AM","210201177","SELF TRAFFIC STOP / ENFORCEMENT","","US HIGHWAY 30/S DUFF AVE","","CIT","PressLog.pdf"
2021-02-05,"09:30AM","210201173","PHONE THEFT / FRAUD / FORGERY","","5235 TEXAS CIR","21000525","RPT","PressLog.pdf"
2021-02-05,"09:10AM","210201169","PHONE MOTOR VEH CRASH/PROP DAMAGE","","S 4TH ST/UNIVERSITY BLVD","21000524","RPT","PressLog.pdf"
2021-02-05,"08:49AM","210201165","PHONE SUSPICIOUS PERSON/VEH/ACTIVITY","","4411 CASTLEWOOD PL","","INFO","PressLog.pdf"
2021-02-05,"08:32AM","210201157","PHONE 911 HANG UP / INCOMPLETE CALL","","3448 SOUTHDALE DR","","NOR","PressLog.pdf"
2021-02-05,"07:50AM","210201153","PHONE MEDICAL ASSIST/AMBULANCE CALL","","3440-103 GRAND AVE","","DUP","PressLog.pdf"
2021-02-05,"07:47AM","210201150","PHONE VANDALISM / CRIMINAL MISCHIEF","","3014 WEST ST","21000522","RPT","PressLog.pdf"
2021-02-05,"06:58AM","210201145","PHONE MEDICAL ASSIST/AMBULANCE CALL","","4211-22 LINCOLN SWING","","NRSP","PressLog.pdf"
2021-02-05,"06:53AM","210201143","PHONE GENERAL ALARM BANK / RESIDENTI","","1505-101 BUCKEYE AVE","","CBC","PressLog.pdf"
2021-02-05,"06:36AM","210201141","PHONE MOTOR VEH CRASH/PROP DAMAGE","","534 S DUFF AVE","21000521","RPT","PressLog.pdf"
2023-02-20,"05:15AM","230206390","W911","911 HANG UP / INCOMPLETE CALL","1407 FLORIDA AVE","","ASC","Downloaded_pdf"
2023-02-20,"02:25AM","230206370","SELF","SUSPICIOUS PERSON/VEH/ACTIVITY","5205 GRAND AVE","","NOR","Downloaded_pdf"
2023-02-20,"01:46AM","230206363","W911","MEDICAL ASSIST/AMBULANCE CALL","225 S KELLOGG AVE","","NAT","Downloaded_pdf"
2023-02-19,"11:30PM","230206334","PHONE","PRIVATE TOW","5310 MORTENSEN RD","","PTOW","Downloaded_pdf"
2023-02-19,"11:30PM","","PHONE","PRIVATE TOW","5310 MORTENSEN RD","","PTOW","Downloaded_pdf"
2023-02-19,"11:30PM","","PHONE","PRIVATE TOW","5310 MORTENSEN RD","","PTOW","Downloaded_pdf"
2023-02-19,"11:30PM","","PHONE","PRIVATE TOW","5310 MORTENSEN RD","","PTOW","Downloaded_pdf"
2023-02-19,"11:30PM","","PHONE","PRIVATE TOW","5310 MORTENSEN RD","","PTOW","Downloaded_pdf"
2023-02-19,"11:30PM","","PHONE","PRIVATE TOW","5310 MORTENSEN RD","","PTOW","Downloaded_pdf"
2023-02-19,"11:30PM","","PHONE","PRIVATE TOW","5310 MORTENSEN RD","","PTOW","Downloaded_pdf"
2023-02-19,"11:30PM","","PHONE","PRIVATE TOW","5310 MORTENSEN RD","","PTOW","Downloaded_pdf"
2023-02-19,"11:30PM","","PHONE","PRIVATE TOW","5310 MORTENSEN RD","","PTOW","Downloaded_pdf"
2023-02-19,"11:30PM","","PHONE","PRIVATE TOW","5310 MORTENSEN RD","","PTOW","Downloaded_pdf"
2023-02-19,"11:30PM","","PHONE","PRIVATE TOW","5310 MORTENSEN RD","","PTOW","Downloaded_pdf"
2023-02-19,"11:30PM","","PHONE","PRIVATE TOW","5310 MORTENSEN RD","","PTOW","Downloaded_pdf"
2023-02-19,"11:30PM","","PHONE","PRIVATE TOW","5310 MORTENSEN RD","","PTOW","Downloaded_pdf"
2023-02-19,"11:30PM","","PHONE","PRIVATE TOW","5310 MORTENSEN RD","","PTOW","Downloaded_pdf"
2023-02-19,"11:30PM","","PHONE","PRIVATE TOW","5310 MORTENSEN RD","","PTOW","Downloaded_pdf"
2023-02-19,"11:30PM","","PHONE","PRIVATE TOW","5310 MORTENSEN RD","","PTOW","Downloaded_pdf"
2023-02-19,"11:30PM","","PHONE","PRIVATE TOW","5310 MORTENSEN RD","","PTOW","Downloaded_pdf"
2023-02-19,"11:30PM","","PHONE","PRIVATE TOW","5310 MORTENSEN RD","","PTOW","Downloaded_pdf"
2023-02-19,"11:30PM","","PHONE","PRIVATE TOW","5310 MORTENSEN RD","","PTOW","Downloaded_pdf"
2023-02-19,"11:30PM","","PHONE","PRIVATE TOW","5310 MORTENSEN RD","","PTOW","Downloaded_pdf"
2023-02-19,"11:30PM","","PHONE","PRIVATE TOW","5310 MORTENSEN RD","","PTOW","Downloaded_pdf"
2023-02-19,"11:30PM","","PHONE","PRIVATE TOW","5310 MORTENSEN RD","","PTOW","Downloaded_pdf"
2023-02-19,"11:30PM","","PHONE","PRIVATE TOW","5310 MORTENSEN RD","","PTOW","Downloaded_pdf"
2023-02-19,"11:30PM","","PHONE","PRIVATE TOW","5310 MORTENSEN RD","","PTOW","Downloaded_pdf"
2023-02-19,"11:30PM","230206334","PHONE","PRIVATE TOW","5310 MORTENSEN RD","","PTOW","Downloaded_pdf"
2023-02-19,"11:22PM","230206333","W911","ANIMAL CALL","4709 STEINBECK ST","","ASC","Downloaded_pdf"
2023-02-19,"10:01PM","230206323","PHONE","DISORDERLY CONDUCT","1824 ARTHUR CIR","","ASC","Downloaded_pdf"
2023-02-19,"09:40PM","230206317","PHONE","DOMESTIC DISPUTE","2200 PINEHURST DR","23000661","RPT","Downloaded_pdf"
2023-02-19,"09:35PM","230206314","PHONE","PARKING ENFORCEMENT/COMPLAINT","3006 WHITETAIL LN","","CIT","Downloaded_pdf"
2023-02-19,"09:26PM","230206312","PHONE","MEDICAL ASSIST/AMBULANCE CALL","3301 STANGE RD","","NRSP","Downloaded_pdf"
2023-02-19,"09:14PM","230206305","PHONE","GENERAL ALARM BANK / RESIDENTI","426 S DUFF AVE","","BIL","Downloaded_pdf"
2023-02-19,"09:11PM","230206304","PHONE","PRIVATE TOW","117 ASH AVE","","PTOW","Downloaded_pdf"
2023-02-19,"09:11PM","230206303","PHONE","CIVIL MATTER","2019 E LINCOLN WAY","","ASC","Downloaded_pdf"
2023-02-19,"09:11PM","","PHONE","CIVIL MATTER","2019 E LINCOLN WAY","","ASC","Downloaded_pdf"
2023-02-19,"09:11PM","","PHONE","CIVIL MATTER","2019 E LINCOLN WAY","","ASC","Downloaded_pdf"
2023-02-19,"09:11PM","","PHONE","CIVIL MATTER","2019 E LINCOLN WAY","","ASC","Downloaded_pdf"
2023-02-19,"09:11PM","","PHONE","CIVIL MATTER","2019 E LINCOLN WAY","","ASC","Downloaded_pdf"
2023-02-19,"08:33PM","230206300","SELF","TRAFFIC STOP / ENFORCEMENT","UTAH DR/IDAHO AVE","","WAR","Downloaded_pdf"
2023-02-19,"08:11PM","230206296","PHONE","MEDICAL ASSIST/AMBULANCE CALL","702 TOP O HOLLOW RD","","ASC","Downloaded_pdf"
2023-02-19,"08:05PM","230206294","PHONE","HIT & RUN PROPERTY DAMAGE","4018 LINCOLN WAY","23000660","RPT","Downloaded_pdf"
2023-02-19,"07:39PM","230206291","PHONE","PRIVATE TOW","205 BEACH AVE","","PTOW","Downloaded_pdf"
2023-02-19,"07:27PM","230206289","PHONE","SUSPICIOUS PERSON/VEH/ACTIVITY","703 CRAWFORD AVE","","ASC","Downloaded_pdf"
2023-02-19,"07:19PM","230206284","PHONE","GENERAL ALARM BANK / RESIDENTI","1220 S DUFF AVE","","BIL","Downloaded_pdf"
2023-02-19,"07:18PM","230206282","PHONE","MEDICAL ASSIST/AMBULANCE CALL","316 MAIN ST","","NRSP","Downloaded_pdf"
2023-02-19,"07:15PM","230206278","PHONE","MEDICAL ASSIST/AMBULANCE CALL","316 MAIN ST","","NRSP","Downloaded_pdf"
2023-02-19,"07:15PM","230206275","PHONE","MEDICAL ASSIST/AMBULANCE CALL","2347 HILTON CT","","NRSP","Downloaded_pdf"
2023-02-19,"06:37PM","230206261","PHONE","DISORDERLY CONDUCT","3114-209 PERIDOT AVE","","UTL","Downloaded_pdf"
2023-02-19,"05:32PM","230206246","PHONE","ANIMAL CALL","4403-4 ONTARIO ST","","INFO","Downloaded_pdf"
2023-02-19,"05:31PM","230206245","PHONE","DISORDERLY CONDUCT","534 S DUFF AVE","","NOR","Downloaded_pdf"
2023-02-19,"05:23PM","230206244","PHONE","DISORDERLY CONDUCT","318-215 E LINCOLN WAY","","CBC","Downloaded_pdf"
2023-02-19,"05:23PM","230206244","PHONE","DISORDERLY CONDUCT","318-215 E LINCOLN WAY","","CBC","Downloaded_pdf"
2023-02-19,"05:23PM","","PHONE","DISORDERLY CONDUCT","318-215 E LINCOLN WAY","","CBC","Downloaded_pdf"
2023-02-19,"05:23PM","","PHONE","DISORDERLY CONDUCT","318-215 E LINCOLN WAY","","CBC","Downloaded_pdf"
2023-02-19,"05:04PM","230206237","PHONE","911 HANG UP / INCOMPLETE CALL","225 S KELLOGG AVE","23000658","RPT","Downloaded_pdf"
2023-02-19,"04:50PM","230206235","PHONE","GENERAL ASSAULT","707 CRYSTAL ST","23000659","RPT","Downloaded_pdf"
2023-02-19,"04:42PM","230206233","PHONE","TRESPASS","525 KELLOGG AVE","","ASC","Downloaded_pdf"
2023-02-19,"04:35PM","230206231","SELF","TRAFFIC STOP / ENFORCEMENT","SOUTH DAKOTA AVE/STEINBECK ST","","ASC","Downloaded_pdf"
2023-02-19,"04:28PM","230206228","PHONE","MEDICAL ASSIST/AMBULANCE CALL","703 BURNETT AVE","23000657","RPT","Downloaded_pdf"
2023-02-19,"04:28PM","230206227","SELF","TRAFFIC STOP / ENFORCEMENT","1500-BLK S DUFF AVE","","CIT","Downloaded_pdf"
2023-02-19,"04:20PM","230206223","PHONE","MOTOR VEH CRASH/PROP DAMAGE","1400-BLK SOUTH DAKOTA AVE","23000656","RPT","Downloaded_pdf"
2023-02-19,"04:09PM","230206220","SELF","TRAFFIC STOP / ENFORCEMENT","100-BLK S DUFF AVE","","CIT","Downloaded_pdf"
2023-02-19,"04:05PM","230206219","PHONE","THEFT OF MOTOR VEHICLE","2522 CHAMBERLAIN ST","","GIE","Downloaded_pdf"
2023-02-19,"03:34PM","230206211","PHONE","HIT & RUN PROPERTY DAMAGE","500-BLK BURNETT AVE","","ASC","Downloaded_pdf"
2023-02-19,"03:22PM","230206210","PHONE","HARASSMENT","3330 MORNINGSIDE ST","23000654","RPT","Downloaded_pdf"
2023-02-19,"03:06PM","230206208","PHONE","MOTOR VEH CRASH/PROP DAMAGE","1010 DICKINSON AVE","","NOR","Downloaded_pdf"
2023-02-19,"02:43PM","230206206","SELF","SUSPICIOUS PERSON/VEH/ACTIVITY","6TH ST/GRAND AVE","","NOR","Downloaded_pdf"
2023-02-19,"01:42PM","230206193","PHONE","CIVIL MATTER","221 CRYSTAL ST","","NOR","Downloaded_pdf"
2023-02-19,"12:58PM","230206191","W911","BURGLARY TO MOTOR VEHICLE","420 E 7TH ST","23000653","RPT","Downloaded_pdf"
2023-02-19,"12:44PM","230206188","PHONE","MEDICAL ASSIST/AMBULANCE CALL","311 S 17TH ST","","NRSP","Downloaded_pdf"
2023-02-19,"12:22PM","230206181","PHONE","PARKING ENFORCEMENT/COMPLAINT","4622 TWAIN ST","","UTL","Downloaded_pdf"
2023-02-19,"12:20PM","230206180","SELF","ANIMAL CALL","120 E 7TH ST","","NOR","Downloaded_pdf"
2023-02-19,"12:15PM","230206179","PHONE","DISORDERLY CONDUCT","525 KELLOGG AVE","","NOR","Downloaded_pdf"
2023-02-19,"11:45AM","230206174","PHONE","MOTOR VEH CRASH/PROP DAMAGE","NORTH DAKOTA AVE/ONTARIO ST","23000651","RPT","Downloaded_pdf"
2023-02-19,"11:34AM","230206171","PHONE","MOTOR VEH CRASH / INJURY","113 MM INTERSTATE 35 N","23000652","RPT","Downloaded_pdf"
2023-02-19,"09:26AM","230206153","E911","911 HANG UP / INCOMPLETE CALL","2101 PULLMAN ST","","NOR","Downloaded_pdf"
2023-02-19,"09:05AM","230206148","PHONE","PARKING ENFORCEMENT/COMPLAINT","200 LYNN AVE","","NOR","Downloaded_pdf"
2023-02-19,"08:55AM","230206145","W911","MEDICAL ASSIST/AMBULANCE CALL","2525-212 BOBCAT DR","","NRSP","Downloaded_pdf"
2023-02-19,"07:59AM","230206134","PHONE","GENERAL ALARM BANK / RESIDENTI","409 S DUFF AVE","","BIL","Downloaded_pdf"
2023-02-19,"06:04AM","230206130","W911","OPEN DOOR","3115-104 PERIDOT AVE","","NOR","Downloaded_pdf"
2023-02-19,"05:35AM","230206126","PHONE","SUSPICIOUS PERSON/VEH/ACTIVITY","1400-BLK 24TH ST","","NOR","Downloaded_pdf"
2023-02-19,"05:30AM","230206123","W911","MEDICAL ASSIST/AMBULANCE CALL","1104 N 3RD ST","","NRSP","Downloaded_pdf"
2023-02-19,"05:23AM","230206119","E911","MEDICAL ASSIST/AMBULANCE CALL","3300-120 GEORGE W CARVER AVE","","NRSP","Downloaded_pdf"
2023-02-19,"04:55AM","230206117","PHONE","PRIVATE TOW","1717 S GRAND AVE","","PTOW","Downloaded_pdf"
2023-02-19,"04:53AM","230206116","PHONE","PRIVATE TOW","601 S 17TH ST","","PTOW","Downloaded_pdf"
2023-02-19,"03:55AM","230206110","PHONE","DISTURBANCE & NOISE PARTY","603 LYNN AVE","","UTL","Downloaded_pdf"
2023-02-19,"03:55AM","","PHONE","DISTURBANCE & NOISE PARTY","603 LYNN AVE","","UTL","Downloaded_pdf"
2023-02-19,"03:55AM","","PHONE","DISTURBANCE & NOISE PARTY","603 LYNN AVE","","UTL","Downloaded_pdf"
2023-02-19,"03:55AM","","PHONE","DISTURBANCE & NOISE PARTY","603 LYNN AVE","","UTL","Downloaded_pdf"
2023-02-19,"03:55AM","","PHONE","DISTURBANCE & NOISE PARTY","603 LYNN AVE","","UTL","Downloaded_pdf"
2023-02-19,"03:22AM","230206105","SELF","SUSPICIOUS PERSON/VEH/ACTIVITY","537 LINCOLN WAY","","NOR","Downloaded_pdf"
2023-02-19,"03:01AM","230206101","SELF","TRAFFIC STOP / ENFORCEMENT","151 US HWY 30 RAMP EB","","WAR","Downloaded_pdf"
2023-02-19,"02:53AM","230206099","PHONE","PUBLIC INTOXICATION","125 CAMPUS AVE","","NAT","Downloaded_pdf"
2023-02-19,"02:03AM","230206089","SELF","PUBLIC INTOXICATION","KNAPP ST/HAYWARD AVE","","NOR","Downloaded_pdf"
2023-02-19,"01:45AM","230206082","PHONE","PRIVATE TOW","2519 CHAMBERLAIN ST","","PTOW","Downloaded_pdf"
2023-02-19,"01:38AM","230206080","PHONE","PRIVATE TOW","1407 S GRAND AVE","","PTOW","Downloaded_pdf"
2023-02-19,"01:32AM","230206078","PHONE","DISTURBANCE & NOISE PARTY","416-310 BILLY SUNDAY RD","","NOR","Downloaded_pdf"
2023-02-19,"01:20AM","230206076","SELF","TRAFFIC STOP / ENFORCEMENT","9TH ST/DUFF AVE","","WAR","Downloaded_pdf"
2023-02-19,"01:18AM","230206074","PHONE","LAW DEPARTMENT ASSIST","SOUTH DAKOTA AVE/MORTENSEN RD","","UTL","Downloaded_pdf"
2023-02-19,"01:07AM","230206067","PHONE","RECKLESS DRIVER","3621 LINCOLN WAY","","UTL","Downloaded_pdf"
2023-02-19,"01:07AM","","PHONE","RECKLESS DRIVER","3621 LINCOLN WAY","","UTL","Downloaded_pdf"
2023-02-19,"12:56AM","230206063","PHONE","DISORDERLY CONDUCT","3800-BLK LINCOLN WAY","","UTL","Downloaded_pdf"
2023-02-19,"12:56AM","","PHONE","DISORDERLY CONDUCT","3800-BLK LINCOLN WAY","","UTL","Downloaded_pdf"
2023-02-19,"12:43AM","230206058","E911","CIVIL MATTER","219-3 S KELLOGG AVE","","NOR","Downloaded_pdf"
2023-02-19,"12:40AM","230206056","PHONE","CIVIL MATTER","2402 LINCOLN WAY","","NOR","Downloaded_pdf"
2023-02-19,"12:40AM","230206055","PHONE","DISTURBANCE & NOISE PARTY","1311-202 MAYFIELD DR","","CBC","Downloaded_pdf"
2023-02-19,"12:25AM","230206049","W911","MEDICAL ASSIST/AMBULANCE CALL","2122 LINCOLN WAY","","NRSP","Downloaded_pdf"
2023-02-19,"12:22AM","230206046","SELF","SUSPICIOUS PERSON/VEH/ACTIVITY","229 S DUFF AVE","","UTL","Downloaded_pdf"
2023-02-19,"12:22AM","","SELF","SUSPICIOUS PERSON/VEH/ACTIVITY","229 S DUFF AVE","","UTL","Downloaded_pdf"
2023-02-19,"12:22AM","","SELF","SUSPICIOUS PERSON/VEH/ACTIVITY","229 S DUFF AVE","","UTL","Downloaded_pdf"
2023-02-19,"12:22AM","","SELF","SUSPICIOUS PERSON/VEH/ACTIVITY","229 S DUFF AVE","","UTL","Downloaded_pdf"
2023-02-19,"12:22AM","","SELF","SUSPICIOUS PERSON/VEH/ACTIVITY","229 S DUFF AVE","","UTL","Downloaded_pdf"
2023-02-19,"12:22AM","","SELF","SUSPICIOUS PERSON/VEH/ACTIVITY","229 S DUFF AVE","","UTL","Downloaded_pdf"
2023-02-19,"12:22AM","","SELF","SUSPICIOUS PERSON/VEH/ACTIVITY","229 S DUFF AVE","","UTL","Downloaded_pdf"
2023-02-19,"12:22AM","","SELF","SUSPICIOUS PERSON/VEH/ACTIVITY","229 S DUFF AVE","","UTL","Downloaded_pdf"
2023-02-19,"12:22AM","","SELF","SUSPICIOUS PERSON/VEH/ACTIVITY","229 S DUFF AVE","","UTL","Downloaded_pdf"
2023-02-19,"12:22AM","","SELF","SUSPICIOUS PERSON/VEH/ACTIVITY","229 S DUFF AVE","","UTL","Downloaded_pdf"
2023-02-19,"12:22AM","","SELF","SUSPICIOUS PERSON/VEH/ACTIVITY","229 S DUFF AVE","","UTL","Downloaded_pdf"
2023-02-19,"12:22AM","","SELF","SUSPICIOUS PERSON/VEH/ACTIVITY","229 S DUFF AVE","","UTL","Downloaded_pdf"
2023-02-19,"12:22AM","","SELF","SUSPICIOUS PERSON/VEH/ACTIVITY","229 S DUFF AVE","","UTL","Downloaded_pdf"
2023-02-19,"12:22AM","","SELF","SUSPICIOUS PERSON/VEH/ACTIVITY","229 S DUFF AVE","","UTL","Downloaded_pdf"
2023-02-19,"12:22AM","","SELF","SUSPICIOUS PERSON/VEH/ACTIVITY","229 S DUFF AVE","","UTL","Downloaded_pdf"
2023-02-19,"12:22AM","","SELF","SUSPICIOUS PERSON/VEH/ACTIVITY","229 S DUFF AVE","","UTL","Downloaded_pdf"
2023-02-19,"12:22AM","","SELF","SUSPICIOUS PERSON/VEH/ACTIVITY","229 S DUFF AVE","","UTL","Downloaded_pdf"
2023-02-19,"12:22AM","","SELF","SUSPICIOUS PERSON/VEH/ACTIVITY","229 S DUFF AVE","","UTL","Downloaded_pdf"
2023-02-19,"12:22AM","","SELF","SUSPICIOUS PERSON/VEH/ACTIVITY","229 S DUFF AVE","","UTL","Downloaded_pdf"
2023-02-19,"12:21AM","230206045","PHONE","DISTURBANCE & NOISE PARTY","CRANE AVE/STORY ST","","UTL","Downloaded_pdf"
2023-02-18,"11:47PM","230206031","W911","MEDICAL ASSIST/AMBULANCE CALL","312 S FRANKLIN AVE","","NRSP","Downloaded_pdf"
2023-02-18,"11:47PM","230206030","PHONE","DISORDERLY CONDUCT","2522 CHAMBERLAIN ST","","NOR","Downloaded_pdf"
2023-02-18,"11:19PM","230206024","PHONE","GENERAL ALARM BANK / RESIDENTI","230 S DUFF AVE","","BIL","Downloaded_pdf"
2023-02-18,"05:04PM","230205927","SELF","TRAFFIC STOP / ENFORCEMENT","428 LINCOLN WAY","","CIT","Downloaded_pdf"
2023-02-18,"04:47PM","230205925","PHONE","VANDALISM / CRIMINAL MISCHIEF","209-7 S 5TH ST","23000645","RPT","Downloaded_pdf"
2023-02-18,"04:27PM","230205922","PHONE","DISORDERLY CONDUCT","4325-14 MARICOPA DR","","NOR","Downloaded_pdf"
2023-02-18,"04:21PM","230205921","SELF","TRAFFIC STOP / ENFORCEMENT","LINCOLN WAY/GILCHRIST ST","","WAR","Downloaded_pdf"
